Parent	Type	Child	Weight	Probability	Score
GZMM	+	ZAP70	0.530288	0.000000	NaN
SH2D2A	+	ZAP70	0.367023	0.000000	NaN
ITK	+	ZAP70	1.842992	0.000000	NaN
HLA-DRB1	+	ZAP70	0.003566	0.000000	NaN
TSPAN13	+	ZAP70	0.497742	0.000000	NaN
RGS1	-	ZAP70	-0.208780	0.000000	NaN
APOBEC3G	+	ZAP70	0.163684	0.000000	NaN
PIM2	+	ZAP70	1.270327	0.000000	NaN
TUBA4A	-	ZAP70	-0.488591	0.000000	NaN
RARRES3	+	ZAP70	0.405809	0.000000	NaN
TCF7	-	ZAP70	-1.062224	0.000000	NaN
KLRB1	+	ZAP70	0.935052	0.000000	NaN
GIMAP7	+	ZAP70	1.328470	0.000000	NaN
CD247	+	ZAP70	1.181644	0.000000	NaN
PGM2L1	+	ZAP70	0.974765	0.000000	NaN
CD3D	+	ZAP70	1.026469	0.000000	NaN
IL22	+	ZAP70	0.005074	0.000000	NaN
CCL5	+	ZAP70	0.580356	0.000000	NaN
CLEC2D	+	ZAP70	0.293344	0.000000	NaN
CAMK4	+	ZAP70	1.173796	0.000000	NaN
TRAV8-2	+	ZAP70	1.537016	0.000000	NaN
CD74	+	ZAP70	0.001857	0.000000	NaN
CD28	-	ZAP70	-0.285248	0.000000	NaN
TNFRSF18	+	ZAP70	0.558901	0.000000	NaN
CD52	+	ZAP70	0.572276	0.000000	NaN
IL32	-	ZAP70	-0.013776	0.000000	NaN
TRAV8-3	+	ZAP70	0.040593	0.000000	NaN
ZAP70	+	ZAP70	0.068644	0.000000	NaN
ISG20	+	ZAP70	1.509781	0.000000	NaN
CD69	+	ZAP70	0.879641	0.000000	NaN
SLC38A1	+	ZAP70	0.121622	0.000000	NaN
LY9	-	ZAP70	-0.792113	0.000000	NaN
HSPA8	-	ZAP70	-0.292755	0.000000	NaN
EVL	-	ZAP70	-0.566552	0.000000	NaN
TOX	-	ZAP70	-1.115592	0.000000	NaN
TRAT1	+	ZAP70	0.693032	0.000000	NaN
LAIR2	+	ZAP70	0.281257	0.000000	NaN
CD82	-	ZAP70	-0.364956	0.000000	NaN
ACTB	-	ISG20	-0.009901	0.000000	NaN
TIGIT	-	ISG20	-0.476581	0.000000	NaN
BIRC3	-	ISG20	-0.010466	0.000000	NaN
SLAMF1	+	ISG20	0.499550	0.000000	NaN
CST7	+	ISG20	0.556602	0.000000	NaN
SAMSN1	+	ISG20	0.250207	0.000000	NaN
HLA-DQA1	+	ISG20	0.000896	0.000000	NaN
TMSB4X	-	ISG20	-0.003885	0.000000	NaN
TRBV4-1	-	ISG20	-0.079714	0.000000	NaN
PTGER4	+	ISG20	0.390780	0.000000	NaN
RHOH	+	ISG20	0.402003	0.000000	NaN
SH2D1A	-	ISG20	-0.391694	0.000000	NaN
NBAS	-	ISG20	-0.049395	0.000000	NaN
CD3E	+	ISG20	0.332700	0.000000	NaN
ALOX5AP	+	ISG20	0.281195	0.000000	NaN
SKAP1	-	ISG20	-0.497768	0.000000	NaN
LIME1	+	ISG20	0.320472	0.000000	NaN
TNFRSF4	-	ISG20	-0.036138	0.000000	NaN
SEPT1	+	ISG20	0.009821	0.000000	NaN
TMC8	+	ISG20	0.073267	0.000000	NaN
HLA-DPA1	+	ISG20	0.000949	0.000000	NaN
IL2RG	+	ISG20	0.167634	0.000000	NaN
GNLY	-	ISG20	-0.066476	0.000000	NaN
CD3G	-	ISG20	-0.116985	0.000000	NaN
PTPN7	-	ISG20	-0.242633	0.000000	NaN
SIT1	+	ISG20	0.060747	0.000000	NaN
ZFP36L2	+	ISG20	1.873467	0.000000	NaN
TMSB10	+	ISG20	0.000344	0.000000	NaN
IKZF3	+	ISG20	0.695553	0.000000	NaN
ITM2A	-	ISG20	-0.384207	0.000000	NaN
TAGAP	+	ISG20	1.183461	0.000000	NaN
S100A10	+	ISG20	0.036136	0.000000	NaN
TRAC	+	ISG20	0.935648	0.000000	NaN
C12orf75	-	ISG20	-0.554326	0.000000	NaN
CD96	+	ISG20	0.733090	0.000000	NaN
SLC9A3R1	-	ISG20	-0.587377	0.000000	NaN
DUSP2	-	ISG20	-0.048120	0.000000	NaN
SELL	+	ISG20	0.195516	0.000000	NaN
TRBC1	+	ISG20	1.367241	0.000000	NaN
HLA-DRB5	-	ISG20	-0.001243	0.000000	NaN
CXCR4	+	ISG20	1.593277	0.000000	NaN
SRGN	+	ISG20	0.067550	0.000000	NaN
RASAL3	+	ISG20	0.599688	0.000000	NaN
LAT	+	ISG20	0.001956	0.000000	NaN
CD2	+	ISG20	0.463714	0.000000	NaN
IL7R	+	ISG20	1.985830	0.000000	NaN
SYTL1	+	ISG20	0.774401	0.000000	NaN
S100A4	+	ISG20	0.017758	0.000000	NaN
CD40LG	-	ISG20	-0.003982	0.000000	NaN
PTPRCAP	+	ISG20	0.219438	0.000000	NaN
LTB	+	ISG20	0.324020	0.000000	NaN
GATA3	+	ISG20	0.032431	0.000000	NaN
LCK	+	ISG20	0.234343	0.000000	NaN
BATF	+	ISG20	0.031890	0.000000	NaN
TRBC2	+	ISG20	0.967581	0.000000	NaN
GZMA	+	ISG20	1.460602	0.000000	NaN
TNFRSF25	+	ISG20	0.120467	0.000000	NaN
KIAA1551	+	ISG20	0.908299	0.000000	NaN
CXCR3	+	ISG20	0.033745	0.000000	NaN
DDIT4	+	ISG20	0.525962	0.000000	NaN
TC2N	+	ISG20	0.822533	0.000000	NaN
GZMM	+	ISG20	0.845315	0.000000	NaN
SH2D2A	-	ISG20	-0.208237	0.000000	NaN
ITK	+	ISG20	0.094246	0.000000	NaN
HLA-DRB1	+	ISG20	0.001145	0.000000	NaN
TSPAN13	+	ISG20	0.117263	0.000000	NaN
RGS1	+	ISG20	0.046293	0.000000	NaN
APOBEC3G	+	ISG20	0.273401	0.000000	NaN
PIM2	+	ISG20	0.283131	0.000000	NaN
TUBA4A	+	ISG20	0.860050	0.000000	NaN
RARRES3	+	ISG20	1.048553	0.000000	NaN
TCF7	-	ISG20	-0.358513	0.000000	NaN
KLRB1	+	ISG20	0.913097	0.000000	NaN
GIMAP7	+	ISG20	0.866556	0.000000	NaN
CD247	+	ISG20	0.421842	0.000000	NaN
PGM2L1	+	ISG20	0.668246	0.000000	NaN
CD3D	+	ISG20	0.986794	0.000000	NaN
IL22	-	ISG20	-0.005998	0.000000	NaN
CCL5	+	ISG20	1.193080	0.000000	NaN
CLEC2D	+	ISG20	0.329474	0.000000	NaN
CAMK4	+	ISG20	0.328016	0.000000	NaN
TRAV8-2	+	ISG20	0.204829	0.000000	NaN
CD74	-	ISG20	-0.000040	0.000000	NaN
CD28	-	ISG20	-0.585446	0.000000	NaN
TNFRSF18	+	ISG20	0.115280	0.000000	NaN
CD52	+	ISG20	0.156740	0.000000	NaN
IL32	-	ISG20	-0.040119	0.000000	NaN
TRAV8-3	+	ISG20	0.433622	0.000000	NaN
ZAP70	-	ISG20	-0.117111	0.000000	NaN
ISG20	+	ISG20	1.291361	0.000000	NaN
CD69	+	ISG20	0.690400	0.000000	NaN
SLC38A1	-	ISG20	-0.348972	0.000000	NaN
LY9	+	ISG20	0.098561	0.000000	NaN
HSPA8	+	ISG20	0.141087	0.000000	NaN
EVL	+	ISG20	0.134837	0.000000	NaN
TOX	-	ISG20	-0.647414	0.000000	NaN
TRAT1	+	ISG20	0.684934	0.000000	NaN
LAIR2	-	ISG20	-0.073555	0.000000	NaN
CD82	-	ISG20	-0.337044	0.000000	NaN
ACTB	-	CD69	-0.037134	0.000000	NaN
TIGIT	-	CD69	-0.695124	0.000000	NaN
BIRC3	-	CD69	-0.568933	0.000000	NaN
SLAMF1	+	CD69	1.480184	0.000000	NaN
CST7	-	CD69	-0.477603	0.000000	NaN
SAMSN1	+	CD69	1.747877	0.000000	NaN
HLA-DQA1	-	CD69	-0.015458	0.000000	NaN
TMSB4X	-	CD69	-0.087001	0.000000	NaN
TRBV4-1	-	CD69	-0.414746	0.000000	NaN
PTGER4	-	CD69	-1.501043	0.000000	NaN
RHOH	+	CD69	1.799900	0.000000	NaN
SH2D1A	+	CD69	1.915367	0.000000	NaN
NBAS	+	CD69	0.256230	0.000000	NaN
CD3E	+	CD69	1.327468	0.000000	NaN
ALOX5AP	+	CD69	0.429608	0.000000	NaN
SKAP1	-	CD69	-0.614675	0.000000	NaN
LIME1	+	CD69	0.483115	0.000000	NaN
TNFRSF4	-	CD69	-0.469471	0.000000	NaN
SEPT1	+	CD69	2.417559	0.000000	NaN
TMC8	+	CD69	3.668801	0.000000	NaN
HLA-DPA1	-	CD69	-0.007062	0.000000	NaN
IL2RG	+	CD69	2.017731	0.000000	NaN
GNLY	+	CD69	0.350656	0.000000	NaN
CD3G	+	CD69	4.818611	0.000000	NaN
PTPN7	-	CD69	-0.759240	0.000000	NaN
SIT1	-	CD69	-1.902900	0.000000	NaN
ZFP36L2	+	CD69	2.932742	0.000000	NaN
TMSB10	-	CD69	-0.097099	0.000000	NaN
IKZF3	-	CD69	-4.428584	0.000000	NaN
ITM2A	-	CD69	-1.947898	0.000000	NaN
TAGAP	+	CD69	5.122092	0.000000	NaN
S100A10	-	CD69	-0.100378	0.000000	NaN
TRAC	+	CD69	3.712577	0.000000	NaN
C12orf75	-	CD69	-0.300626	0.000000	NaN
CD96	+	CD69	1.884932	0.000000	NaN
SLC9A3R1	-	CD69	-1.574219	0.000000	NaN
DUSP2	-	CD69	-0.377349	0.000000	NaN
SELL	+	CD69	1.514126	0.000000	NaN
TRBC1	+	CD69	5.458613	0.000000	NaN
HLA-DRB5	-	CD69	-0.012824	0.000000	NaN
CXCR4	+	CD69	4.079905	0.000000	NaN
SRGN	-	CD69	-0.163768	0.000000	NaN
RASAL3	+	CD69	2.910158	0.000000	NaN
LAT	+	CD69	0.798217	0.000000	NaN
CD2	+	CD69	0.723489	0.000000	NaN
IL7R	+	CD69	4.380052	0.000000	NaN
SYTL1	+	CD69	3.445186	0.000000	NaN
S100A4	-	CD69	-0.135042	0.000000	NaN
CD40LG	+	CD69	0.651913	0.000000	NaN
PTPRCAP	+	CD69	0.450541	0.000000	NaN
LTB	+	CD69	0.175424	0.000000	NaN
GATA3	-	CD69	-1.762691	0.000000	NaN
LCK	-	CD69	-0.868564	0.000000	NaN
BATF	-	CD69	-0.533020	0.000000	NaN
TRBC2	+	CD69	4.363236	0.000000	NaN
GZMA	+	CD69	0.105557	0.000000	NaN
TNFRSF25	+	CD69	3.388550	0.000000	NaN
KIAA1551	+	CD69	3.223375	0.000000	NaN
CXCR3	+	CD69	1.605316	0.000000	NaN
DDIT4	+	CD69	1.071580	0.000000	NaN
TC2N	+	CD69	1.735699	0.000000	NaN
GZMM	+	CD69	7.554510	0.000000	NaN
SH2D2A	+	CD69	2.479404	0.000000	NaN
ITK	+	CD69	4.645849	0.000000	NaN
HLA-DRB1	-	CD69	-0.009345	0.000000	NaN
TSPAN13	-	CD69	-2.005007	0.000000	NaN
RGS1	-	CD69	-0.543907	0.000000	NaN
APOBEC3G	+	CD69	0.921611	0.000000	NaN
PIM2	+	CD69	5.165603	0.000000	NaN
TUBA4A	+	CD69	2.786660	0.000000	NaN
RARRES3	-	CD69	-3.705108	0.000000	NaN
TCF7	-	CD69	-3.276426	0.000000	NaN
KLRB1	+	CD69	1.386076	0.000000	NaN
GIMAP7	+	CD69	4.236856	0.000000	NaN
CD247	+	CD69	4.819702	0.000000	NaN
PGM2L1	+	CD69	3.161259	0.000000	NaN
CD3D	+	CD69	5.197412	0.000000	NaN
IL22	+	CD69	0.211405	0.000000	NaN
CCL5	+	CD69	1.364873	0.000000	NaN
CLEC2D	+	CD69	0.915935	0.000000	NaN
CAMK4	+	CD69	4.195752	0.000000	NaN
TRAV8-2	+	CD69	5.638319	0.000000	NaN
CD74	-	CD69	-0.007701	0.000000	NaN
CD28	-	CD69	-3.214418	0.000000	NaN
TNFRSF18	+	CD69	1.443060	0.000000	NaN
CD52	+	CD69	1.117233	0.000000	NaN
IL32	-	CD69	-0.225498	0.000000	NaN
TRAV8-3	-	CD69	-3.022968	0.000000	NaN
ZAP70	-	CD69	-0.781356	0.000000	NaN
ISG20	+	CD69	5.348881	0.000000	NaN
CD69	+	CD69	2.600411	0.000000	NaN
SLC38A1	+	CD69	2.411821	0.000000	NaN
LY9	+	CD69	1.688234	0.000000	NaN
HSPA8	-	CD69	-0.508610	0.000000	NaN
EVL	+	CD69	0.590579	0.000000	NaN
TOX	-	CD69	-3.094003	0.000000	NaN
TRAT1	-	CD69	-0.659258	0.000000	NaN
LAIR2	+	CD69	2.064976	0.000000	NaN
CD82	-	CD69	-1.321429	0.000000	NaN
ACTB	-	SLC38A1	-0.004892	0.000000	NaN
TIGIT	-	SLC38A1	-0.327410	0.000000	NaN
BIRC3	+	SLC38A1	0.048900	0.000000	NaN
SLAMF1	+	SLC38A1	0.323334	0.000000	NaN
CST7	+	SLC38A1	0.125619	0.000000	NaN
SAMSN1	-	SLC38A1	-0.007086	0.000000	NaN
HLA-DQA1	-	SLC38A1	-0.001569	0.000000	NaN
TMSB4X	-	SLC38A1	-0.005587	0.000000	NaN
TRBV4-1	-	SLC38A1	-0.022576	0.000000	NaN
PTGER4	-	SLC38A1	-0.063873	0.000000	NaN
RHOH	-	SLC38A1	-0.230036	0.000000	NaN
SH2D1A	-	SLC38A1	-0.380633	0.000000	NaN
NBAS	+	SLC38A1	0.055193	0.000000	NaN
CD3E	+	SLC38A1	0.219347	0.000000	NaN
ALOX5AP	+	SLC38A1	0.197112	0.000000	NaN
SKAP1	-	SLC38A1	-0.152462	0.000000	NaN
LIME1	-	SLC38A1	-0.375746	0.000000	NaN
TNFRSF4	+	SLC38A1	0.106939	0.000000	NaN
SEPT1	-	SLC38A1	-0.122529	0.000000	NaN
TMC8	+	SLC38A1	0.289817	0.000000	NaN
HLA-DPA1	-	SLC38A1	-0.001112	0.000000	NaN
IL2RG	+	SLC38A1	0.317270	0.000000	NaN
GNLY	+	SLC38A1	0.059855	0.000000	NaN
CD3G	+	SLC38A1	0.503498	0.000000	NaN
PTPN7	+	SLC38A1	0.189624	0.000000	NaN
SIT1	+	SLC38A1	0.342078	0.000000	NaN
ZFP36L2	+	SLC38A1	0.714048	0.000000	NaN
TMSB10	-	SLC38A1	-0.000428	0.000000	NaN
IKZF3	+	SLC38A1	0.098286	0.000000	NaN
ITM2A	-	SLC38A1	-0.147182	0.000000	NaN
TAGAP	+	SLC38A1	0.750035	0.000000	NaN
S100A10	+	SLC38A1	0.046595	0.000000	NaN
TRAC	+	SLC38A1	0.528282	0.000000	NaN
C12orf75	-	SLC38A1	-0.333722	0.000000	NaN
CD96	+	SLC38A1	0.232576	0.000000	NaN
SLC9A3R1	-	SLC38A1	-0.410899	0.000000	NaN
DUSP2	+	SLC38A1	0.011098	0.000000	NaN
SELL	+	SLC38A1	0.348311	0.000000	NaN
TRBC1	+	SLC38A1	0.837253	0.000000	NaN
HLA-DRB5	-	SLC38A1	-0.001162	0.000000	NaN
CXCR4	+	SLC38A1	0.445007	0.000000	NaN
SRGN	+	SLC38A1	0.011097	0.000000	NaN
RASAL3	+	SLC38A1	0.500913	0.000000	NaN
LAT	+	SLC38A1	0.166275	0.000000	NaN
CD2	+	SLC38A1	0.048550	0.000000	NaN
IL7R	+	SLC38A1	0.806213	0.000000	NaN
SYTL1	+	SLC38A1	0.681282	0.000000	NaN
S100A4	+	SLC38A1	0.024843	0.000000	NaN
CD40LG	-	SLC38A1	-0.038296	0.000000	NaN
PTPRCAP	+	SLC38A1	0.324904	0.000000	NaN
LTB	+	SLC38A1	0.267656	0.000000	NaN
GATA3	+	SLC38A1	0.212581	0.000000	NaN
LCK	+	SLC38A1	0.438574	0.000000	NaN
BATF	-	SLC38A1	-0.023083	0.000000	NaN
TRBC2	+	SLC38A1	0.617679	0.000000	NaN
GZMA	+	SLC38A1	0.506182	0.000000	NaN
TNFRSF25	-	SLC38A1	-0.344079	0.000000	NaN
KIAA1551	+	SLC38A1	0.449745	0.000000	NaN
CXCR3	+	SLC38A1	0.048004	0.000000	NaN
DDIT4	+	SLC38A1	0.798571	0.000000	NaN
TC2N	+	SLC38A1	0.422578	0.000000	NaN
GZMM	+	SLC38A1	0.331352	0.000000	NaN
SH2D2A	+	SLC38A1	0.266987	0.000000	NaN
ITK	+	SLC38A1	0.561325	0.000000	NaN
HLA-DRB1	-	SLC38A1	-0.000407	0.000000	NaN
TSPAN13	-	SLC38A1	-0.042239	0.000000	NaN
RGS1	-	SLC38A1	-0.069345	0.000000	NaN
APOBEC3G	+	SLC38A1	0.018892	0.000000	NaN
PIM2	+	SLC38A1	0.304310	0.000000	NaN
TUBA4A	+	SLC38A1	0.364413	0.000000	NaN
RARRES3	+	SLC38A1	0.185019	0.000000	NaN
TCF7	-	SLC38A1	-0.259651	0.000000	NaN
KLRB1	+	SLC38A1	0.504209	0.000000	NaN
GIMAP7	+	SLC38A1	0.555848	0.000000	NaN
CD247	+	SLC38A1	0.586415	0.000000	NaN
PGM2L1	+	SLC38A1	0.587009	0.000000	NaN
CD3D	+	SLC38A1	0.527438	0.000000	NaN
IL22	-	SLC38A1	-0.006288	0.000000	NaN
CCL5	+	SLC38A1	0.381225	0.000000	NaN
CLEC2D	+	SLC38A1	0.134276	0.000000	NaN
CAMK4	+	SLC38A1	0.666275	0.000000	NaN
TRAV8-2	+	SLC38A1	0.844611	0.000000	NaN
CD74	-	SLC38A1	-0.000540	0.000000	NaN
CD28	+	SLC38A1	0.365928	0.000000	NaN
TNFRSF18	+	SLC38A1	0.575200	0.000000	NaN
CD52	+	SLC38A1	0.281729	0.000000	NaN
IL32	-	SLC38A1	-0.015621	0.000000	NaN
TRAV8-3	-	SLC38A1	-0.257805	0.000000	NaN
ZAP70	-	SLC38A1	-0.115796	0.000000	NaN
ISG20	+	SLC38A1	0.600696	0.000000	NaN
CD69	+	SLC38A1	0.425098	0.000000	NaN
SLC38A1	+	SLC38A1	0.370876	0.000000	NaN
LY9	+	SLC38A1	0.163209	0.000000	NaN
HSPA8	+	SLC38A1	0.081573	0.000000	NaN
EVL	+	SLC38A1	0.165571	0.000000	NaN
TOX	-	SLC38A1	-0.487750	0.000000	NaN
TRAT1	+	SLC38A1	0.070816	0.000000	NaN
LAIR2	+	SLC38A1	0.263627	0.000000	NaN
CD82	-	SLC38A1	-0.167974	0.000000	NaN
ACTB	-	LY9	-0.006009	0.000000	NaN
TIGIT	-	LY9	-0.242210	0.000000	NaN
BIRC3	-	LY9	-0.043309	0.000000	NaN
SLAMF1	+	LY9	0.465086	0.000000	NaN
CST7	+	LY9	0.015141	0.000000	NaN
SAMSN1	-	LY9	-0.053197	0.000000	NaN
HLA-DQA1	-	LY9	-0.000656	0.000000	NaN
TMSB4X	-	LY9	-0.008698	0.000000	NaN
TRBV4-1	-	LY9	-0.013415	0.000000	NaN
PTGER4	+	LY9	0.105960	0.000000	NaN
RHOH	+	LY9	0.207558	0.000000	NaN
SH2D1A	+	LY9	0.115513	0.000000	NaN
NBAS	+	LY9	0.382378	0.000000	NaN
CD3E	+	LY9	0.231013	0.000000	NaN
ALOX5AP	+	LY9	0.058489	0.000000	NaN
SKAP1	+	LY9	0.008759	0.000000	NaN
LIME1	+	LY9	0.317201	0.000000	NaN
TNFRSF4	-	LY9	-0.027132	0.000000	NaN
SEPT1	-	LY9	-0.085017	0.000000	NaN
TMC8	+	LY9	0.184314	0.000000	NaN
HLA-DPA1	-	LY9	-0.000070	0.000000	NaN
IL2RG	+	LY9	0.527437	0.000000	NaN
GNLY	+	LY9	0.048765	0.000000	NaN
CD3G	+	LY9	0.325459	0.000000	NaN
PTPN7	-	LY9	-0.194496	0.000000	NaN
SIT1	+	LY9	0.243389	0.000000	NaN
ZFP36L2	+	LY9	0.736623	0.000000	NaN
TMSB10	-	LY9	-0.013124	0.000000	NaN
IKZF3	-	LY9	-0.214522	0.000000	NaN
ITM2A	-	LY9	-0.286526	0.000000	NaN
TAGAP	+	LY9	0.702315	0.000000	NaN
S100A10	-	LY9	-0.012076	0.000000	NaN
TRAC	+	LY9	0.357536	0.000000	NaN
C12orf75	+	LY9	0.499226	0.000000	NaN
CD96	+	LY9	0.151417	0.000000	NaN
SLC9A3R1	-	LY9	-0.290979	0.000000	NaN
DUSP2	-	LY9	-0.047894	0.000000	NaN
SELL	-	LY9	-0.212592	0.000000	NaN
TRBC1	+	LY9	0.423953	0.000000	NaN
HLA-DRB5	+	LY9	0.000113	0.000000	NaN
CXCR4	+	LY9	0.280537	0.000000	NaN
SRGN	-	LY9	-0.020003	0.000000	NaN
RASAL3	+	LY9	0.148687	0.000000	NaN
LAT	-	LY9	-0.153473	0.000000	NaN
CD2	+	LY9	0.255529	0.000000	NaN
IL7R	+	LY9	0.004280	0.000000	NaN
SYTL1	+	LY9	0.223846	0.000000	NaN
S100A4	-	LY9	-0.012193	0.000000	NaN
CD40LG	+	LY9	0.219183	0.000000	NaN
PTPRCAP	+	LY9	0.109245	0.000000	NaN
LTB	+	LY9	0.034385	0.000000	NaN
GATA3	+	LY9	0.367298	0.000000	NaN
LCK	+	LY9	0.148369	0.000000	NaN
BATF	+	LY9	0.089901	0.000000	NaN
TRBC2	+	LY9	0.460386	0.000000	NaN
GZMA	+	LY9	0.258028	0.000000	NaN
TNFRSF25	+	LY9	0.459933	0.000000	NaN
KIAA1551	+	LY9	0.295737	0.000000	NaN
CXCR3	+	LY9	0.109975	0.000000	NaN
DDIT4	-	LY9	-0.004157	0.000000	NaN
TC2N	+	LY9	0.460483	0.000000	NaN
GZMM	+	LY9	0.096234	0.000000	NaN
SH2D2A	+	LY9	0.230112	0.000000	NaN
ITK	+	LY9	0.688415	0.000000	NaN
HLA-DRB1	-	LY9	-0.000245	0.000000	NaN
TSPAN13	+	LY9	0.040298	0.000000	NaN
RGS1	-	LY9	-0.073982	0.000000	NaN
APOBEC3G	+	LY9	0.175096	0.000000	NaN
PIM2	+	LY9	0.260833	0.000000	NaN
TUBA4A	-	LY9	-0.026119	0.000000	NaN
RARRES3	-	LY9	-0.045166	0.000000	NaN
TCF7	-	LY9	-0.280570	0.000000	NaN
KLRB1	+	LY9	0.105501	0.000000	NaN
GIMAP7	+	LY9	0.122428	0.000000	NaN
CD247	+	LY9	0.416190	0.000000	NaN
PGM2L1	+	LY9	0.201608	0.000000	NaN
CD3D	+	LY9	0.327205	0.000000	NaN
IL22	+	LY9	0.026023	0.000000	NaN
CCL5	+	LY9	0.190277	0.000000	NaN
CLEC2D	+	LY9	0.278659	0.000000	NaN
CAMK4	+	LY9	0.382169	0.000000	NaN
TRAV8-2	+	LY9	0.516908	0.000000	NaN
CD74	-	LY9	-0.000553	0.000000	NaN
CD28	-	LY9	-0.483626	0.000000	NaN
TNFRSF18	+	LY9	0.126391	0.000000	NaN
CD52	+	LY9	0.153384	0.000000	NaN
IL32	-	LY9	-0.012875	0.000000	NaN
TRAV8-3	+	LY9	0.239889	0.000000	NaN
ZAP70	-	LY9	-0.002169	0.000000	NaN
ISG20	+	LY9	0.628669	0.000000	NaN
CD69	+	LY9	0.610849	0.000000	NaN
SLC38A1	+	LY9	0.145816	0.000000	NaN
LY9	+	LY9	0.116349	0.000000	NaN
HSPA8	-	LY9	-0.010605	0.000000	NaN
EVL	-	LY9	-0.260059	0.000000	NaN
TOX	-	LY9	-0.351103	0.000000	NaN
TRAT1	+	LY9	0.017273	0.000000	NaN
LAIR2	+	LY9	0.028543	0.000000	NaN
CD82	-	LY9	-0.059741	0.000000	NaN
ACTB	+	HSPA8	0.175502	0.000000	NaN
TIGIT	-	HSPA8	-2.112941	0.000000	NaN
BIRC3	+	HSPA8	1.033447	0.000000	NaN
SLAMF1	+	HSPA8	3.804309	0.000000	NaN
CST7	+	HSPA8	1.917038	0.000000	NaN
SAMSN1	+	HSPA8	12.827390	0.000000	NaN
HLA-DQA1	+	HSPA8	0.274815	0.000000	NaN
TMSB4X	+	HSPA8	0.631994	0.000000	NaN
TRBV4-1	-	HSPA8	-0.412737	0.000000	NaN
PTGER4	+	HSPA8	4.738079	0.000000	NaN
RHOH	-	HSPA8	-4.692765	0.000000	NaN
SH2D1A	-	HSPA8	-4.124952	0.000000	NaN
NBAS	+	HSPA8	1.815546	0.000000	NaN
CD3E	+	HSPA8	4.396589	0.000000	NaN
ALOX5AP	+	HSPA8	5.182741	0.000000	NaN
SKAP1	+	HSPA8	2.119456	0.000000	NaN
LIME1	-	HSPA8	-1.547306	0.000000	NaN
TNFRSF4	+	HSPA8	0.920770	0.000000	NaN
SEPT1	+	HSPA8	3.045481	0.000000	NaN
TMC8	+	HSPA8	8.374053	0.000000	NaN
HLA-DPA1	+	HSPA8	0.230284	0.000000	NaN
IL2RG	+	HSPA8	10.957985	0.000000	NaN
GNLY	+	HSPA8	0.291606	0.000000	NaN
CD3G	+	HSPA8	3.330382	0.000000	NaN
PTPN7	-	HSPA8	-0.650232	0.000000	NaN
SIT1	-	HSPA8	-0.193118	0.000000	NaN
ZFP36L2	+	HSPA8	17.540072	0.000000	NaN
TMSB10	+	HSPA8	1.733097	0.000000	NaN
IKZF3	-	HSPA8	-5.355453	0.000000	NaN
ITM2A	-	HSPA8	-3.397985	0.000000	NaN
TAGAP	+	HSPA8	13.191545	0.000000	NaN
S100A10	+	HSPA8	3.364841	0.000000	NaN
TRAC	+	HSPA8	7.010842	0.000000	NaN
C12orf75	+	HSPA8	3.307941	0.000000	NaN
CD96	+	HSPA8	2.401119	0.000000	NaN
SLC9A3R1	-	HSPA8	-3.753599	0.000000	NaN
DUSP2	+	HSPA8	1.530207	0.000000	NaN
SELL	+	HSPA8	2.789589	0.000000	NaN
TRBC1	+	HSPA8	10.105667	0.000000	NaN
HLA-DRB5	+	HSPA8	0.567763	0.000000	NaN
CXCR4	+	HSPA8	5.367140	0.000000	NaN
SRGN	+	HSPA8	2.800752	0.000000	NaN
RASAL3	+	HSPA8	2.642326	0.000000	NaN
LAT	-	HSPA8	-0.598511	0.000000	NaN
CD2	-	HSPA8	-0.913825	0.000000	NaN
IL7R	+	HSPA8	8.423408	0.000000	NaN
SYTL1	+	HSPA8	5.538355	0.000000	NaN
S100A4	+	HSPA8	2.932051	0.000000	NaN
CD40LG	-	HSPA8	-0.482846	0.000000	NaN
PTPRCAP	+	HSPA8	2.447236	0.000000	NaN
LTB	+	HSPA8	0.895722	0.000000	NaN
GATA3	-	HSPA8	-2.739178	0.000000	NaN
LCK	-	HSPA8	-2.165222	0.000000	NaN
BATF	+	HSPA8	2.973301	0.000000	NaN
TRBC2	+	HSPA8	3.118227	0.000000	NaN
GZMA	+	HSPA8	0.848854	0.000000	NaN
TNFRSF25	-	HSPA8	-1.919322	0.000000	NaN
KIAA1551	+	HSPA8	8.905526	0.000000	NaN
CXCR3	-	HSPA8	-1.317024	0.000000	NaN
DDIT4	+	HSPA8	10.397599	0.000000	NaN
TC2N	+	HSPA8	4.194493	0.000000	NaN
GZMM	+	HSPA8	9.464447	0.000000	NaN
SH2D2A	+	HSPA8	0.703666	0.000000	NaN
ITK	+	HSPA8	11.721929	0.000000	NaN
HLA-DRB1	+	HSPA8	0.349646	0.000000	NaN
TSPAN13	-	HSPA8	-2.321991	0.000000	NaN
RGS1	-	HSPA8	-1.212182	0.000000	NaN
APOBEC3G	-	HSPA8	-2.779543	0.000000	NaN
PIM2	+	HSPA8	7.054479	0.000000	NaN
TUBA4A	+	HSPA8	6.739890	0.000000	NaN
RARRES3	+	HSPA8	4.177259	0.000000	NaN
TCF7	-	HSPA8	-1.259169	0.000000	NaN
KLRB1	+	HSPA8	0.407310	0.000000	NaN
GIMAP7	+	HSPA8	17.419027	0.000000	NaN
CD247	+	HSPA8	9.396206	0.000000	NaN
PGM2L1	+	HSPA8	3.645645	0.000000	NaN
